cpp,Heartbeat,marshal,pb,12,12515648
cpp,Heartbeat,unmarshal,pb,12,11659723
cpp,Frame,marshal,pb,32,9908850
cpp,Frame,unmarshal,pb,32,9841371
cpp,Login,marshal,pb,32,8657097
cpp,Login,unmarshal,pb,32,6531133
cpp,Chat,marshal,pb,66,3098295
cpp,Chat,unmarshal,pb,66,1017387
cpp,Snapshot,marshal,pb,1114,389596
cpp,Snapshot,unmarshal,pb,1114,78014
cpp,Alltypes,marshal,pb,1955,176192
cpp,Alltypes,unmarshal,pb,1955,54343
